248
0	0	1	69	-nan
0	0	46	23	-nan
0	0	2	68	-nan
0	0	47	47	-nan
0	0	47	9	-nan
0	0	47	16	-nan
0	0	47	61	-nan
0	0	9	47	-nan
0	0	9	9	-nan
0	0	9	16	-nan
0	0	9	61	-nan
0	0	54	15	-nan
0	0	10	60	-nan
0	0	55	20	-nan
0	0	55	19	-nan
0	0	55	11	-nan
0	0	55	14	-nan
0	0	55	3	-nan
0	0	55	7	-nan
0	0	55	5	-nan
0	0	76	20	-nan
0	0	77	40	-nan
0	0	63	7	-nan
0	0	86	20	-nan
0	0	86	11	-nan
0	0	86	7	-nan
0	0	86	5	-nan
0	0	80	20	-nan
0	0	80	14	-nan
0	0	80	4	-nan
0	0	80	7	-nan
0	0	81	20	-nan
0	0	74	14	-nan
0	0	74	4	-nan
0	0	88	20	-nan
0	0	88	33	-nan
0	0	88	11	-nan
0	0	88	14	-nan
0	0	88	7	-nan
0	0	88	5	-nan
0	0	75	20	-nan
0	0	75	11	-nan
0	0	75	7	-nan
0	0	75	5	-nan
0	0	70	0	-nan
0	0	16	47	-nan
0	0	16	9	-nan
0	0	16	16	-nan
0	0	16	61	-nan
0	0	61	47	-nan
0	0	61	9	-nan
0	0	61	16	-nan
0	0	61	61	-nan
0	45	24	0	-nan
0	45	69	47	-nan
0	45	69	9	-nan
0	45	69	16	-nan
0	45	69	61	-nan
0	31	20	47	-nan
0	31	20	9	-nan
0	31	20	16	-nan
0	31	20	61	-nan
0	31	65	0	-nan
0	31	19	47	-nan
0	31	64	0	-nan
0	31	84	0	-nan
0	31	11	47	-nan
0	31	11	9	-nan
0	31	11	16	-nan
0	31	11	61	-nan
0	31	56	0	-nan
0	31	58	0	-nan
0	31	14	47	-nan
0	31	14	9	-nan
0	31	14	16	-nan
0	31	14	61	-nan
0	31	59	0	-nan
0	31	48	0	-nan
0	31	49	0	-nan
0	31	7	47	-nan
0	31	7	9	-nan
0	31	7	16	-nan
0	31	7	61	-nan
0	31	52	0	-nan
0	31	5	47	-nan
0	31	5	9	-nan
0	31	5	16	-nan
0	31	5	61	-nan
0	31	50	0	-nan
0	31	51	0	-nan
0	38	20	47	-nan
0	38	20	9	-nan
0	38	20	16	-nan
0	38	20	61	-nan
0	38	65	0	0.001642
0	38	64	0	-nan
0	38	52	0	-nan
0	37	66	0	-nan
0	32	67	0	-nan
0	32	52	0	-nan
0	17	40	47	-nan
0	17	40	9	-nan
0	17	40	16	-nan
0	17	40	61	-nan
0	17	85	0	-nan
0	18	20	9	-nan
0	18	65	0	-nan
0	18	84	0	-nan
0	18	58	0	-nan
0	18	52	0	-nan
0	27	33	47	-nan
0	27	33	9	-nan
0	27	33	16	-nan
0	27	78	0	-nan
0	27	7	47	-nan
0	27	7	9	-nan
0	27	7	16	-nan
0	27	7	61	-nan
0	27	52	0	-nan
0	28	79	0	0.000000
0	41	57	0	-nan
0	42	20	47	-nan
0	42	20	9	-nan
0	42	20	16	-nan
0	42	20	61	-nan
0	42	65	0	-nan
0	42	11	47	-nan
0	42	11	9	-nan
0	42	11	16	-nan
0	42	11	61	-nan
0	42	56	0	-nan
0	42	7	47	-nan
0	42	7	9	-nan
0	42	7	16	-nan
