248
0	42	7	61	-nan
0	42	52	0	-nan
0	42	5	47	-nan
0	42	5	9	-nan
0	42	5	16	-nan
0	42	5	61	-nan
0	42	50	0	-nan
0	35	20	9	-nan
0	35	65	0	-nan
0	35	84	0	-nan
0	35	13	47	-nan
0	35	13	9	-nan
0	35	58	0	-nan
0	35	52	0	-nan
0	36	20	9	-nan
0	36	20	16	-nan
0	36	20	61	-nan
0	36	65	0	-nan
0	36	14	47	-nan
0	36	14	9	-nan
0	36	14	16	-nan
0	36	14	61	-nan
0	36	59	0	-nan
0	36	4	47	-nan
0	36	4	9	-nan
0	36	4	16	-nan
0	36	4	61	-nan
0	36	49	0	-nan
0	36	7	47	-nan
0	36	7	9	-nan
0	36	7	16	-nan
0	36	7	61	-nan
0	36	52	0	-nan
0	29	20	47	-nan
0	29	20	9	-nan
0	29	20	16	-nan
0	29	20	61	-nan
0	29	65	0	-nan
0	29	48	0	-nan
0	43	20	9	-nan
0	43	20	16	-nan
0	43	20	61	-nan
0	43	65	0	-nan
0	43	14	47	-nan
0	43	14	9	-nan
0	43	14	16	-nan
0	43	14	61	-nan
0	43	59	0	-nan
0	43	4	47	-nan
0	43	4	9	-nan
0	43	4	16	-nan
0	43	4	61	-nan
0	43	49	0	-nan
0	43	7	47	-nan
0	43	7	9	-nan
0	43	7	16	-nan
0	43	7	61	-nan
0	43	52	0	-nan
0	44	20	47	-nan
0	44	20	9	-nan
0	44	20	16	-nan
0	44	20	61	-nan
0	44	65	0	-nan
0	44	64	0	-nan
0	44	67	0	-nan
0	44	84	0	-nan
0	44	33	47	-nan
0	44	33	9	-nan
0	44	33	16	-nan
0	44	33	61	-nan
0	44	78	0	-nan
0	44	11	47	-nan
0	44	11	9	-nan
0	44	11	16	-nan
0	44	56	0	-nan
0	44	58	0	-nan
0	44	14	47	-nan
0	44	14	9	-nan
0	44	14	16	-nan
0	44	14	61	-nan
0	44	59	0	-nan
0	44	49	0	-nan
0	44	7	47	-nan
0	44	7	9	-nan
0	44	7	16	-nan
0	44	7	61	-nan
0	44	52	0	-nan
0	44	5	47	-nan
0	44	5	9	-nan
0	44	5	16	-nan
0	44	50	0	-nan
0	30	53	0	-nan
0	26	20	47	-nan
0	26	20	9	-nan
0	26	20	16	-nan
0	26	20	61	-nan
0	26	65	0	-nan
0	26	11	47	-nan
0	26	11	9	-nan
0	26	11	16	-nan
0	26	11	61	-nan
0	26	56	0	-nan
0	26	7	47	-nan
0	26	7	9	-nan
0	26	7	16	-nan
0	26	7	61	-nan
0	26	52	0	-nan
0	26	5	47	-nan
0	26	5	9	-nan
0	26	5	16	-nan
0	26	5	61	-nan
0	26	50	0	-nan
0	25	65	0	-nan
0	25	51	0	-nan
