0	0	45	0
0	0	2	47
0	0	9	54
0	0	9	76
0	0	9	82
0	0	9	72
0	0	9	86
0	0	9	78
0	0	9	56
0	0	31	54
0	0	31	76
0	0	31	82
0	0	31	80
0	0	37	54
0	0	37	76
0	0	37	82
0	0	37	72
0	0	37	86
0	0	37	66
0	0	17	62
0	0	27	54
0	0	27	82
0	0	27	72
0	0	27	86
0	0	41	54
0	0	41	82
0	0	41	72
0	0	41	86
0	0	35	76
0	0	35	80
0	0	21	82
0	0	33	54
0	0	11	54
0	0	3	48
0	0	4	49
0	0	7	52
0	0	8	53
0	0	5	5
0	0	5	50
0	0	5	6
0	0	5	51
0	0	50	5
0	0	50	50
0	0	50	6
0	0	50	51
0	0	6	5
0	0	6	50
0	0	6	6
0	0	6	51
0	0	51	5
0	0	51	50
0	0	51	6
0	0	51	51
0	1	46	0
0	1	47	5
0	1	47	50
0	1	47	6
0	1	47	51
0	10	54	5
0	10	54	50
0	10	54	6
0	10	54	51
0	10	55	0
0	10	76	5
0	10	76	50
0	10	76	6
0	10	76	51
0	10	83	0
0	10	82	5
0	10	82	50
0	10	82	6
0	10	82	51
0	10	77	0
0	10	72	5
0	10	72	50
0	10	72	6
0	10	72	51
0	10	73	0
0	10	86	5
0	10	86	50
0	10	86	6
0	10	86	51
0	10	87	0
0	10	81	0
0	10	89	0
0	10	75	0
0	10	65	0
0	10	79	0
0	10	57	0
0	10	56	5
0	38	54	5
0	38	54	50
0	38	54	6
0	38	54	51
0	38	55	0
0	38	76	5
0	38	76	50
0	38	76	6
0	38	76	51
0	38	83	0
0	38	82	5
0	38	82	50
0	38	82	6
0	38	82	51
0	38	77	0
0	38	72	5
0	38	72	50
0	38	72	6
0	38	73	0
0	38	86	5
0	38	86	50
0	38	86	6
0	38	87	0
0	38	81	0
0	38	75	0
0	38	61	0
0	38	65	0
0	38	66	5
0	38	66	50
0	38	66	6
0	38	66	51
0	38	67	0
0	38	57	0
0	32	54	50
0	32	54	6
0	32	54	51
0	32	55	0
0	32	76	5
0	32	76	50
0	32	76	6
0	32	76	51
0	32	83	0
0	32	82	5
0	32	82	50
0	32	82	6
0	32	82	51
0	32	77	0
0	32	80	5
0	32	80	50
0	32	80	6
0	32	80	51
0	32	81	0
0	18	62	5
0	18	62	50
0	18	62	6
0	18	62	51
0	18	63	0
0	28	54	5
0	28	54	50
0	28	54	6
0	28	54	51
0	28	55	0
0	28	83	0
0	28	82	5
0	28	82	50
0	28	82	6
0	28	82	51
0	28	72	5
0	28	72	50
0	28	72	6
0	28	72	51
0	28	73	0
0	28	86	5
0	28	86	50
0	28	86	6
0	28	86	51
0	28	87	0
0	42	54	5
0	42	54	50
0	42	54	6
0	42	54	51
0	42	55	0
0	42	83	0
0	42	82	5
0	42	82	50
0	42	82	6
0	42	82	51
0	42	72	5
0	42	72	50
0	42	72	6
0	42	72	51
0	42	73	0
0	42	86	5
0	42	86	50
0	42	86	6
0	42	86	51
0	42	87	0
0	36	54	50
0	36	54	6
0	36	54	51
0	36	55	0
0	36	76	5
0	36	76	50
0	36	76	6
0	36	76	51
0	36	83	0
0	36	82	5
0	36	82	50
0	36	82	6
0	36	82	51
0	36	77	0
0	36	80	5
0	36	80	50
0	36	80	6
0	36	80	51
0	36	81	0
0	44	55	0
0	44	89	0
0	30	54	6
0	30	55	0
0	30	83	0
0	30	74	5
0	30	74	6
0	30	75	0
0	30	65	0
0	26	71	0
0	24	69	0
0	16	83	0
0	16	61	0
0	20	54	6
0	20	55	0
0	20	83	0
0	20	75	0
0	20	65	0
0	22	83	0
0	22	82	5
0	22	82	50
0	22	82	6
0	22	82	51
0	22	66	5
0	22	66	50
0	22	66	6
0	22	67	0
0	40	85	0
0	34	54	5
0	34	54	50
0	34	54	6
0	34	54	51
0	34	55	0
0	34	79	0
0	12	54	5
0	12	54	50
0	12	54	6
0	12	54	51
0	12	55	0
0	12	83	0
0	12	57	0
0	14	59	0
